Request ID,Created At,Email,Core Identifier,Request Type,Data Subject Type,Status,Country,Country Sub Division,Details,Origin,Silent Mode,Is Test Request,Language,Purpose Trigger Name,Purpose Trigger Value,link,daysRemaining,Topics,Source,Method,Frequency,Go 100% Digital,Owned Products,AI Features Usage,AI Training
894ad647-6c3d-4463-ae09-4ebc63423dbe,2025-03-31T16:26:08.870Z,123@email.com,123@email.com,CONTACT_OPT_OUT,customer,COMPLETED,,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/894ad647-6c3d-4463-ae09-4ebc63423dbe,28,,,,,,,,
c2097595-6202-472f-aad2-4ed2e9deb79b,2025-03-31T16:33:47.177Z,ace@email.com,ace@email.com,CONTACT_OPT_OUT,customer,COMPLETED,,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/c2097595-6202-472f-aad2-4ed2e9deb79b,28,,,,,,,,
3038db5a-fa94-4e3e-8091-90471ab364d8,2025-04-02T19:11:01.829Z,123@transcend.io,123@transcend.io,CONTACT_OPT_OUT,customer,COMPLETED,,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/3038db5a-fa94-4e3e-8091-90471ab364d8,30,,,,,,,,
92c57b70-2b35-4b5b-9daf-c2d815c5543d,2025-04-02T19:42:41.341Z,test+access@transcend.io,test+access@transcend.io,CONTACT_OPT_OUT,customer,COMPLETED,,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/92c57b70-2b35-4b5b-9daf-c2d815c5543d,30,,,,,,,,
a5b05e00-c0c7-40b2-9db4-16bfe0468d58,2025-04-02T19:43:54.276Z,123@abc.com,123@abc.com,CONTACT_OPT_OUT,customer,COMPLETED,,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/a5b05e00-c0c7-40b2-9db4-16bfe0468d58,30,,,,,,,,
a1cc3f99-9feb-429f-8a44-d1950e8ae144,2025-04-02T21:53:36.155Z,123@transcend.io,123@transcend.io,CONTACT_OPT_OUT,customer,COMPLETED,,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/a1cc3f99-9feb-429f-8a44-d1950e8ae144,30,,,,,,,,
02fd3113-bd39-4a95-b944-f36e221fec55,2025-04-02T22:01:18.926Z,avengers@starkindustry.com,avengers@starkindustry.com,CONTACT_OPT_OUT,customer,COMPLETED,,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/02fd3113-bd39-4a95-b944-f36e221fec55,30,,,,,,,,
368a6a4d-1b69-4e84-9b3f-f76008211300,2025-04-03T15:44:13.359Z,nick.allen@transcend.io,nick.allen@transcend.io,ACCESS,customer,REVOKED,US,US-CA,,PRIVACY_CENTER,false,false,en,,,https://app.transcend.io/privacy-requests/incoming-requests/368a6a4d-1b69-4e84-9b3f-f76008211300,,,,,,,,,
33ef482a-627e-45c1-99b8-64ffbf0b5bbd,2025-04-07T00:09:26.381Z,no-track-pls@example.com,no-track-pls@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/33ef482a-627e-45c1-99b8-64ffbf0b5bbd,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
cb4dfe71-e9f1-4d12-a6a9-d76d8fb52dd6,2025-04-07T00:25:31.728Z,no-track-mumxywkihq8@example.com,no-track-mumxywkihq8@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/cb4dfe71-e9f1-4d12-a6a9-d76d8fb52dd6,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
4553e094-ed75-4421-ac9c-6a2f3323a7f7,2025-04-07T00:25:32.155Z,no-track-td7tvzmfstm@example.com,no-track-td7tvzmfstm@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/4553e094-ed75-4421-ac9c-6a2f3323a7f7,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
0d756e43-1435-404f-a750-5b366567e5ab,2025-04-07T00:25:34.484Z,no-track-hwrapfkiw1k@example.com,no-track-hwrapfkiw1k@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/0d756e43-1435-404f-a750-5b366567e5ab,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
fbf3f71d-2b76-48ee-a142-fdb646dc73ce,2025-04-07T00:25:34.993Z,no-track-4jzljdho7at@example.com,no-track-4jzljdho7at@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/fbf3f71d-2b76-48ee-a142-fdb646dc73ce,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
cd73469e-5825-4400-a251-54bce24788fe,2025-04-07T00:25:36.719Z,no-track-pr3l73huhdq@example.com,no-track-pr3l73huhdq@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/cd73469e-5825-4400-a251-54bce24788fe,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
51b24d48-495a-454a-88f3-c574f631911f,2025-04-07T00:25:39.623Z,no-track-8l8sicqexof@example.com,no-track-8l8sicqexof@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/51b24d48-495a-454a-88f3-c574f631911f,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
d5005eb9-82ea-42b7-8780-ca8633d0c00f,2025-04-07T00:25:39.646Z,no-track-v17pcoat2mb@example.com,no-track-v17pcoat2mb@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/d5005eb9-82ea-42b7-8780-ca8633d0c00f,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
ca602f3e-fbbf-40ed-b24b-709880d67709,2025-04-07T00:25:39.854Z,no-track-qpz8qbe1zt@example.com,no-track-qpz8qbe1zt@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/ca602f3e-fbbf-40ed-b24b-709880d67709,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
5ca2816b-7c6e-46cf-aa51-3d7ceafa585a,2025-04-07T00:25:39.918Z,no-track-kd24obveo7@example.com,no-track-kd24obveo7@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/5ca2816b-7c6e-46cf-aa51-3d7ceafa585a,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
d28a0fde-b2c9-4609-8534-e3e4a8080621,2025-04-07T00:25:40.051Z,no-track-5fs5kx3od9x@example.com,no-track-5fs5kx3od9x@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/d28a0fde-b2c9-4609-8534-e3e4a8080621,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
6e40f2c0-bd7c-45bc-8388-2bdb62fb5277,2025-04-07T00:25:40.133Z,no-track-008p5rtqn136h@example.com,no-track-008p5rtqn136h@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/6e40f2c0-bd7c-45bc-8388-2bdb62fb5277,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
b39ab81a-287b-4059-aa0d-c4d27467e337,2025-04-07T00:25:40.304Z,no-track-231gfih5yfq@example.com,no-track-231gfih5yfq@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/b39ab81a-287b-4059-aa0d-c4d27467e337,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
3756f374-aedb-4c64-9fb9-b15a80a0f5ae,2025-04-07T00:25:40.365Z,no-track-6s2ghx46gp7@example.com,no-track-6s2ghx46gp7@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/3756f374-aedb-4c64-9fb9-b15a80a0f5ae,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
dbf50079-24ba-4ddf-af16-a11370f5e3b3,2025-04-07T00:25:40.599Z,no-track-8gkbg9h7uoa@example.com,no-track-8gkbg9h7uoa@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/dbf50079-24ba-4ddf-af16-a11370f5e3b3,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
7b7d9c74-9de9-4cd5-b417-2a6790a3645e,2025-04-07T00:25:40.634Z,no-track-13m9nn6hq9lk@example.com,no-track-13m9nn6hq9lk@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/7b7d9c74-9de9-4cd5-b417-2a6790a3645e,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
dd5db5c7-9023-4513-9915-69a179a6f488,2025-04-07T00:25:40.722Z,no-track-6trgvq0mc16@example.com,no-track-6trgvq0mc16@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/dd5db5c7-9023-4513-9915-69a179a6f488,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
df7d3e64-8846-4238-87f1-e87a3b1309e2,2025-04-07T00:25:40.792Z,no-track-x6z4lat4lzf@example.com,no-track-x6z4lat4lzf@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/df7d3e64-8846-4238-87f1-e87a3b1309e2,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
74b72245-a336-46b0-983d-3e6754c2258a,2025-04-07T00:25:40.885Z,no-track-zc233hbsk7g@example.com,no-track-zc233hbsk7g@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/74b72245-a336-46b0-983d-3e6754c2258a,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
02944a41-14c7-4121-bf71-69c01860e8a6,2025-04-07T00:25:41.028Z,no-track-xoxwkhpw0kf@example.com,no-track-xoxwkhpw0kf@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/02944a41-14c7-4121-bf71-69c01860e8a6,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
0926350a-a2f1-4d7a-9ec5-88ea772d0b04,2025-04-07T00:25:41.134Z,no-track-hrcq33j9s6u@example.com,no-track-hrcq33j9s6u@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/0926350a-a2f1-4d7a-9ec5-88ea772d0b04,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
243983f8-f71e-4959-abf1-2619a9214374,2025-04-07T00:25:41.235Z,no-track-91xndqfs977@example.com,no-track-91xndqfs977@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/243983f8-f71e-4959-abf1-2619a9214374,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
3f322ac3-e2da-4e07-b454-0167fbb756a2,2025-04-07T00:25:41.682Z,no-track-s9rxbuvcqvk@example.com,no-track-s9rxbuvcqvk@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/3f322ac3-e2da-4e07-b454-0167fbb756a2,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
2ca96385-83aa-442d-84f9-93cfd6058030,2025-04-07T00:25:47.340Z,no-track-x65y013veeg@example.com,no-track-x65y013veeg@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/2ca96385-83aa-442d-84f9-93cfd6058030,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
38bd2a11-8559-43b7-8bb5-b5304ec5da30,2025-04-07T00:25:47.512Z,no-track-dmgl0vmbp0l@example.com,no-track-dmgl0vmbp0l@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/38bd2a11-8559-43b7-8bb5-b5304ec5da30,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
9f6322c7-d787-4a50-baa9-2acffa2d4369,2025-04-07T00:25:47.606Z,no-track-p7wyom8qq6@example.com,no-track-p7wyom8qq6@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/9f6322c7-d787-4a50-baa9-2acffa2d4369,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
fe8b03a9-d270-4bad-91e5-fb9e2c874874,2025-04-07T00:25:49.024Z,no-track-mo5uzt5vlaq@example.com,no-track-mo5uzt5vlaq@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/fe8b03a9-d270-4bad-91e5-fb9e2c874874,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
3fc1080d-81a1-4815-ada6-1e3db49ff77e,2025-04-07T00:25:49.081Z,no-track-o9leveoaww@example.com,no-track-o9leveoaww@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/3fc1080d-81a1-4815-ada6-1e3db49ff77e,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
